Feature,Instance,X,Y
F,2662,1135.36,3334.86
F,2663,4492.34,1779.84
F,2664,2864.22,165.64
F,2665,1927.47,32.25
F,2666,4463.59,2844.98
F,2667,649.74,4082.42
F,2668,4089.26,4128.36
F,2669,1391.64,696.41
F,2670,4025.07,439.4
F,2671,2621.36,4122.17
F,2672,2772.31,718.99
F,2673,972.98,1970.95
F,2674,2735.75,3138.32
F,2675,481.58,2280.68
F,2676,4168.12,2214.41
F,2677,294.41,4291.84
F,2678,247.34,4000.5
F,2679,2177.04,4315.76
F,2680,2103.83,254.89
F,2681,2969.59,2175.63
F,2682,1021.52,1663.22
F,2683,3020.42,2955.43
F,2684,4297.18,1000.66
F,2685,2669.91,1931.27
F,2686,4374.08,3217.95
F,2687,3070.17,2850.39
F,2688,330.69,3947.04
F,2689,4145.17,416.37
F,2690,2361.88,2521.39
F,2691,4044.08,4725.9
F,2692,4684.07,4646.79
F,2693,864.13,2249.18
F,2694,2550.57,1357.89
F,2695,3835.08,88.76
F,2696,1951.32,2075.89
F,2697,3592.58,3770.17
F,2698,2469.81,445.73
F,2699,3100.65,1109.09
F,2700,2698.57,3017.55
F,2701,2673.77,1735.09
F,2702,468.41,3550.3
F,2703,2906.6,950.17
F,2704,4144.25,2444.01
F,2705,3961.15,1300.3
F,2706,4855.33,1760.67
F,2707,1953.88,4582.44
F,2708,1210.81,3243.69
F,2709,2491.56,1374.73
F,2710,799.1,771.24
F,2711,404.86,2939.28
F,2712,2165.58,2581.15
F,2713,4979.95,2298.2
F,2714,4625.38,4299.99
F,2715,380.59,4884.96
F,2716,846.39,3036.08
F,2717,2717.8,4344.34
F,2718,4847.62,2308.99
F,2719,4257.49,1133.76
F,2720,1740.19,4913.96
F,2721,3104.93,106.56
F,2722,2396.75,2534.78
F,2723,233.44,190.65
F,2724,122.01,4010.14
F,2725,2559.37,4226.12
F,2726,2954.18,1725.91
F,2727,310.0,1927.32
F,2728,2612.68,4734.49
F,2729,4569.51,2887.26
F,2730,3570.35,608.4
F,2731,1324.79,4844.25
F,2732,2063.43,4076.19
F,2733,453.91,1819.25
F,2734,4042.87,2609.54
F,2735,4734.82,3901.82
F,2736,3986.19,1357.79
F,2737,4634.54,885.14
F,2738,2666.31,298.3
F,2739,542.54,4630.8
F,2740,2347.71,4789.3
F,2741,2176.19,615.24
F,2742,1740.63,1154.47
F,2743,1930.78,4120.48
F,2744,2726.08,790.47
F,2745,1731.65,113.13
F,2746,2739.48,1370.23
F,2747,2563.41,1131.79
F,2748,3589.17,3260.68
F,2749,3043.13,3320.56
F,2750,2080.87,3414.18
F,2751,1147.78,2512.47
F,2752,4275.31,3657.55
F,2753,239.92,1596.38
F,2754,2091.37,4424.86
F,2755,4261.01,2314.38
F,2756,4191.95,4938.71
F,2757,539.55,3781.06
F,2758,3432.21,709.55
F,2759,3103.62,908.96
F,2760,2145.4,1333.43
F,2761,4093.17,3252.4
F,2762,877.88,4621.69
F,2763,1162.34,2615.96
F,2764,3794.38,3502.75
F,2765,2295.97,4405.63
F,2766,2255.17,2221.98
F,2767,2549.93,3933.53
F,2768,3641.52,4663.72
F,2769,1339.92,3083.08
F,2770,914.54,334.4
F,2771,2029.11,3301.22
F,2772,1529.46,4417.27
F,2773,921.18,2800.77
F,2774,830.68,3782.35
F,2775,2699.58,2879.61
F,2776,157.06,2134.17
F,2777,1175.15,747.45
F,2778,4321.01,2895.38
F,2779,1634.59,4653.62
F,2780,2495.21,2623.96
F,2781,2802.0,3588.62
F,2782,2128.89,4855.38
F,2783,59.21,1969.97
F,2784,2388.78,1606.03
F,2785,139.54,3768.49
F,2786,4369.63,20.54
F,2787,4994.42,1811.0
F,2788,4304.31,791.95
F,2789,1722.94,1460.61
F,2790,3700.51,3361.57
F,2791,1785.28,12.03
F,2792,803.17,4416.36
F,2793,4248.57,121.01
F,2794,1046.83,1802.48
F,2795,4612.51,746.13
F,2796,3029.13,1686.31
F,2797,587.87,3290.58
F,2798,2532.4,3440.49
F,2799,1172.34,1674.07
F,2800,4358.07,3951.21
F,2801,411.99,4224.65
F,2802,3642.81,3931.09
F,2803,3509.98,136.51
F,2804,2139.74,4364.15
F,2805,1443.13,3529.06
F,2806,1172.45,173.98
F,2807,953.11,4133.64
F,2808,838.68,2789.97
F,2809,2785.45,2712.53
F,2810,606.81,4938.2
F,2811,923.14,586.3
F,2812,1993.51,4393.41
F,2813,739.37,2683.32
F,2814,4432.67,1703.84
F,2815,4278.6,863.82
F,2816,4619.62,48.86
F,2817,2102.54,4749.3
F,2818,2949.58,2560.63
F,2819,1369.22,1872.09
F,2820,906.38,4112.06
F,2821,2981.26,1682.67
F,2822,359.34,1083.46
F,2823,4573.69,2855.15
F,2824,733.2,1454.23
F,2825,2451.9,4742.44
F,2826,655.05,3459.81
F,2827,1067.26,4419.87
F,2828,3028.07,4825.69
F,2829,2231.14,4249.41
F,2830,3191.72,826.66
F,2831,703.84,435.9
F,2832,85.56,579.31
F,2833,3909.44,1123.58
F,2834,3071.43,1203.81
F,2835,1184.06,3278.05
F,2836,1420.75,913.36
F,2837,1806.15,1494.75
F,2838,1956.93,4240.47
F,2839,226.96,910.06
F,2840,4819.72,2884.22
F,2841,1950.12,2978.45
F,2842,4251.94,4536.16
F,2843,208.77,1159.81
F,2844,3981.6,2682.68
F,2845,1721.23,3123.89
F,2846,329.49,2119.81
F,2847,3680.37,79.72
F,2848,3408.22,2545.36
F,2849,1597.12,4780.03
F,2850,2174.01,3450.11
F,2851,4783.72,4529.39
F,2852,270.16,4173.85
F,2853,3321.68,4741.69
F,2854,1653.66,4572.51
F,2855,2462.94,3787.6
F,2856,4598.73,1321.08
F,2857,4429.69,307.5
F,2858,3876.54,2725.39
F,2859,1183.96,549.39
F,2860,370.54,2749.63
F,2861,2141.98,388.76
F,2862,4482.58,3060.17
F,2863,2948.55,4300.94
F,2864,2232.99,1726.43
F,2865,3086.53,4411.57
F,2866,2643.35,446.93
F,2867,3736.04,1369.61
F,2868,3100.5,2420.73
F,2869,2708.29,78.09
F,2870,1214.48,467.08
F,2871,4506.15,4409.09
F,2872,219.74,2933.63
F,2873,3525.16,4008.41
F,2874,2690.12,3372.86
F,2875,1203.18,682.83
F,2876,1361.4,1047.72
F,2877,4409.49,4424.38
F,2878,1308.13,4394.96
F,2879,46.81,2209.99
F,2880,1225.3,4020.74
F,2881,2508.69,4927.22
F,2882,1485.98,3051.36
F,2883,1144.25,4151.8
F,2884,2585.04,3060.07
F,2885,2207.0,1455.81
F,2886,17.11,1105.88
F,2887,4334.92,4903.46
F,2888,3243.48,2732.89
F,2889,169.02,1548.95
F,2890,4535.01,3940.14
F,2891,1610.82,3860.13
F,2892,523.26,2403.7
F,2893,3050.18,1595.63
F,2894,1037.44,4311.66
F,2895,61.49,3705.54
F,2896,2373.91,498.3
F,2897,3852.79,2193.74
F,2898,2958.39,4578.93
F,2899,2923.11,2168.37
F,2900,1789.38,4373.37
F,2901,1423.38,4630.05
F,2902,1165.86,4747.37
F,2903,665.73,255.52
F,2904,1712.81,4506.03
F,2905,1180.9,3575.24
F,2906,4225.94,3497.86
F,2907,2674.98,2285.16
F,2908,2409.92,3648.56
F,2909,4403.97,4082.28
F,2910,1.19,4548.62
F,2911,3114.36,3273.38
F,2912,2998.59,3501.46
F,2913,4081.89,4518.81
F,2914,2253.09,2141.18
F,2915,1945.07,3664.56
F,2916,4809.77,3000.65
F,2917,4759.57,161.64
F,2918,2516.76,1980.78
F,2919,2694.27,775.89
F,2920,1737.98,2794.66
F,2921,4882.82,1531.41
F,2922,3130.76,1486.24
F,2923,4479.6,3876.05
F,2924,2823.31,1567.62
F,2925,4783.82,4309.83
F,2926,174.96,3840.83
F,2927,2167.19,2240.76
F,2928,1259.01,3150.0
F,2929,1631.46,2664.4
F,2930,665.47,1146.92
F,2931,3002.43,4571.63
F,2932,2560.96,2516.34
F,2933,3765.47,1225.29
F,2934,3738.29,2513.34
F,2935,4768.4,429.14
F,2936,954.29,3628.08
F,2937,2344.3,2206.53
F,2938,4665.79,1582.95
F,2939,142.61,1512.35
F,2940,4021.86,205.84
F,2941,1695.49,685.47
F,2942,2357.36,2635.24
F,2943,3489.6,968.94
F,2944,833.46,2518.81
F,2945,3902.64,4366.76
F,2946,349.32,29.87
F,2947,110.41,591.06
F,2948,4792.23,311.19
F,2949,3970.45,614.42
G,1,2983.57,4099.55
G,2,4667.56,99.78
G,3,1834.51,3720.6
G,4,3310.2,195.0
G,5,984.98,2853.1
G,6,2805.05,3757.76
G,7,3624.52,76.67
G,8,2416.62,4460.54
G,9,3213.96,3645.25
G,10,29.9,4710.69
G,11,1854.55,1910.5
G,12,1788.33,3567.66
G,13,2638.14,3295.0
G,14,2942.48,3585.66
G,15,4776.34,33.74
G,16,4229.58,2285.09
G,17,3159.79,687.27
G,18,3173.33,4014.04
G,19,4180.4,716.21
G,20,1666.89,2687.55
G,21,511.55,3076.53
G,22,1790.94,1415.1
G,23,2263.55,2692.97
G,24,4484.39,2045.55
G,25,677.99,838.83
G,26,2441.1,4312.98
G,27,3863.22,4306.5
G,28,3624.18,387.19
G,29,82.4,2145.1
G,30,2479.32,402.52
G,31,3169.31,1795.95
G,32,2538.08,3315.02
G,33,4890.75,1030.48
G,34,918.46,1327.38
G,35,2586.47,3172.99
G,36,68.55,1377.42
G,37,4537.58,4493.99
G,38,3550.58,1030.07
G,39,1965.49,870.1
G,40,528.33,1912.94
G,41,2059.77,1160.68
G,42,685.2,1214.36
G,43,2397.56,2498.54
G,44,3849.64,865.04
G,45,3713.13,4795.15
G,46,3607.13,3579.38
G,47,4044.07,4439.02
G,48,1775.18,3356.01
G,49,4922.28,4057.07
G,50,820.9,1670.11
G,51,4873.66,4575.39
G,52,3284.26,4710.93
G,53,1803.73,528.35
G,54,4474.9,4691.05
G,55,750.55,3634.35
G,56,832.3,2475.56
G,57,3083.46,2021.3
G,58,4373.32,3906.69
G,59,157.9,3080.03
G,60,572.42,4020.51
G,61,2757.33,2724.56
G,62,590.49,1829.49
G,63,2174.86,441.24
G,64,1021.53,4682.98
G,65,3582.17,4659.49
G,66,4907.88,1064.06
G,67,4280.76,2948.59
G,68,122.67,2728.75
G,69,2238.22,4359.99
G,70,1943.1,2873.43
G,71,875.18,2165.06
G,72,4062.48,2097.27
G,73,4644.88,1200.8
G,74,4852.14,2685.9
G,75,4935.01,4215.23
G,76,709.65,1284.44
G,77,499.15,3448.57
G,78,3011.6,3038.18
G,79,1517.24,2225.47
G,80,4152.8,3988.33
G,81,493.64,128.7
G,82,4796.7,1156.02
G,83,1758.62,3131.36
G,84,1841.75,1161.73
G,85,963.86,1969.74
G,86,4341.33,4695.47
G,87,177.22,1953.28
G,88,4680.85,2335.64
G,89,119.32,2882.41
G,90,4467.99,1992.38
G,91,2285.37,4671.0
G,92,3524.47,629.26
G,93,1777.27,3390.18
G,94,59.83,639.22
G,95,4499.34,1663.27
G,96,2379.27,983.6
G,97,1015.2,2050.22
G,98,2262.44,395.11
G,99,1773.48,2593.98
G,100,1356.02,704.21
G,101,3620.14,4137.3
G,102,1768.78,1186.49
G,103,4415.76,473.73
G,104,2444.48,4614.72
G,105,2266.01,3399.84
G,106,4226.74,4123.72
G,107,4361.76,4343.05
G,108,2244.37,1046.89
G,109,3697.62,4103.18
G,110,4401.66,156.6
G,111,4052.92,1233.6
G,112,3669.11,1174.57
G,113,3434.69,1424.97
G,114,1043.14,4062.08
G,115,3395.03,163.42
G,116,4176.77,4949.24
G,117,4282.35,861.96
G,118,3976.14,4650.06
G,119,2822.62,1782.85
G,120,1490.0,4988.77
G,121,3942.64,2713.34
G,122,4845.61,4335.49
G,123,2657.8,4061.32
G,124,3394.34,1628.33
G,125,1902.91,3637.44
G,126,4236.24,4251.22
G,127,4430.56,4500.1
G,128,3297.81,1198.4
G,129,255.57,2118.13
G,130,3869.04,218.69
G,131,860.62,1339.33
G,132,1334.87,1239.99
G,133,2459.59,4458.18
G,134,3106.9,2301.23
G,135,3603.5,2375.74
G,136,346.67,13.47
G,137,3532.31,299.22
G,138,4873.43,4430.94
G,139,904.42,2882.42
G,140,4705.65,1550.21
G,141,1079.64,3887.42
G,142,2270.96,4030.2
G,143,4713.24,198.97
G,144,1740.7,2338.43
G,145,3393.62,1748.73
G,146,1466.31,72.54
G,147,3796.68,4852.94
G,148,4628.35,1278.81
G,149,1159.76,4730.18
G,150,837.01,1011.29
G,151,1819.1,2914.33
G,152,783.51,1512.28
G,153,639.5,1834.27
G,154,4000.8,1314.72
G,155,3621.33,689.44
G,156,106.21,1576.61
G,157,4405.9,2912.86
G,158,722.02,1152.58
G,159,4688.28,739.06
G,160,791.94,3658.11
G,161,4633.07,158.56
G,162,3655.81,1513.13
G,163,3395.41,4714.77
G,164,1334.31,731.98
G,165,4578.95,1687.11
G,166,2618.61,1065.17
G,167,470.23,3856.69
G,168,88.85,1035.76
G,169,3881.03,3940.37
G,170,2990.1,1374.44
G,171,1095.55,720.56
G,172,4472.78,587.15
G,173,2128.61,2591.88
G,174,240.14,1848.42
G,175,4204.38,1476.54
G,176,4582.64,2896.93
G,177,1367.64,961.47
G,178,3620.43,4017.62
G,179,4097.04,4346.59
G,180,1909.6,4901.9
G,181,2459.93,4856.67
G,182,2350.05,2685.76
G,183,148.8,2965.6
G,184,4766.38,2820.53
G,185,968.41,4060.47
G,186,2793.25,4890.42
G,187,4281.14,2099.11
G,188,2057.89,2316.62
G,189,3258.66,3645.89
G,190,112.83,1960.93
G,191,4427.23,1705.39
G,192,2720.93,1751.44
G,193,4842.51,3375.06
G,194,1848.94,3555.65
G,195,1102.52,1323.83
G,196,1483.87,690.3
G,197,1713.03,3276.5
G,198,3409.21,623.26
G,199,1575.71,399.36
G,200,1223.27,1902.76
G,201,1837.75,2804.79
G,202,3631.64,3207.19
G,203,829.6,2430.13
G,204,4329.77,4712.57
G,205,1009.23,1405.45
G,206,1117.2,278.61
G,207,4859.68,1205.44
G,208,1844.59,4550.8
G,209,3415.81,3070.66
G,210,973.42,95.9
G,211,4768.92,2732.52
G,212,3325.52,129.82
G,213,541.01,1534.19
G,214,671.19,1244.99
G,215,2962.8,1931.08
G,216,1647.25,4025.84
G,217,2500.47,523.12
G,218,1407.03,3490.21
G,219,3435.34,2979.5
G,220,4482.44,3894.84
G,221,978.35,2982.21
G,222,2602.29,3929.43
G,223,1821.87,1172.45
G,224,4377.22,1973.08
G,225,4424.75,4411.35
G,226,3387.24,4615.21
G,227,3906.54,1051.28
G,228,3836.25,206.86
G,229,2771.67,990.82
G,230,4741.09,2913.81
G,231,4867.4,41.64
G,232,1557.82,4387.27
G,233,1759.69,1219.7
G,234,3124.02,662.01
G,235,3066.45,812.45
G,236,4101.03,1755.72
G,237,3722.44,1540.54
G,238,1741.12,587.24
G,239,4075.62,2202.43
G,240,3621.22,489.44
G,241,3007.94,4544.36
G,242,262.82,3804.1
G,243,446.21,1480.16
G,244,3534.42,1719.68
G,245,4317.99,3106.72
G,246,2857.96,2555.47
G,247,859.45,366.5
G,248,2341.13,3702.19
G,249,2110.26,257.25
G,250,935.84,3252.68
G,251,4233.84,2501.1
G,252,1151.64,3307.88
G,253,3060.97,3223.61
G,254,4571.85,5002.21
G,255,4316.49,3223.73
G,256,3424.88,2921.42
G,257,517.27,1922.52
G,258,3623.0,352.83
G,259,2416.74,3722.88
G,260,2590.42,3632.67
G,261,4082.51,4423.54
G,262,340.11,3732.71
G,263,2886.51,2515.47
G,264,4304.04,3290.7
G,265,387.29,477.16
G,266,278.64,1132.59
G,267,2742.92,4677.95
G,268,3707.38,3396.63
G,269,4092.23,886.1
G,270,2079.93,2636.37
G,271,4070.79,2213.0
G,272,1911.16,3747.5
G,273,3270.56,2466.41
G,274,2108.19,2387.28
G,275,2224.56,2062.77
G,276,1734.75,1555.64
G,277,586.74,203.01
G,278,1610.76,3122.9
G,279,3739.61,1696.33
G,280,4558.41,2540.39
G,281,133.58,1475.33
G,282,2557.26,4904.16
G,283,2076.38,1300.23
G,284,2167.99,3875.08
G,285,2498.41,1836.69
G,286,2782.6,4952.2
G,287,1734.45,1857.09
G,288,1633.9,226.84
G,289,4441.95,889.27
G,290,1500.45,961.13
G,291,3005.71,1452.67
G,292,4139.69,1380.72
G,293,2677.33,1741.1
G,294,186.63,2583.36
G,295,2237.49,3468.6
G,296,2464.06,3626.99
G,297,2720.78,3254.31
G,298,137.76,309.98
G,299,1799.22,4354.68
G,300,3355.53,1546.88
G,301,1496.53,4960.65
G,302,2574.97,4676.06
G,303,3007.39,119.11
G,304,3642.54,459.63
G,305,4451.42,2316.96
G,306,2214.27,4925.72
G,307,4026.74,2796.53
G,308,391.83,1219.48
G,309,3610.7,401.65
G,310,79.83,924.42
G,311,3517.66,1753.24
G,312,2414.3,4354.6
G,313,2612.5,4528.19
G,314,3791.57,767.55
G,315,68.08,1385.52
G,316,3886.25,3002.68
G,317,4279.71,1942.72
G,318,4472.41,872.81
G,319,4943.84,4226.58
G,320,1359.37,230.2
G,321,1387.33,4650.78
G,322,1139.64,2475.27
G,323,3096.92,4044.73
G,324,1587.68,4924.25
G,325,2862.47,3918.28
G,326,1699.27,1397.57
G,327,4274.85,2431.11
G,328,3029.22,4743.29
G,329,2546.35,3220.37
G,330,2063.56,3479.2
G,331,1327.54,2874.98
G,332,391.55,3065.9
G,333,3430.71,4211.59
G,334,646.01,2084.03
G,335,3324.12,4519.03
G,336,1275.64,4384.12
G,337,4042.28,4849.62
G,338,4537.09,3866.88
G,339,613.61,4939.03
G,340,1257.68,3567.77
G,341,2940.52,3867.32
G,342,2905.08,1149.79
G,343,4686.25,2488.68
G,344,3727.83,1848.6
G,345,3913.5,4729.12
G,346,3326.45,1723.47
G,347,2163.02,2880.17
G,348,3902.66,3512.35
G,349,4259.23,3073.74
G,350,4044.56,3885.32
G,351,3398.72,4503.65
G,352,1600.13,3343.45
G,353,2642.65,2315.15
G,354,2355.29,4425.23
G,355,2894.02,4162.34
G,356,4129.68,2607.32
G,357,1962.68,3495.78
G,358,538.68,2460.23
G,359,4969.9,4241.76
G,360,3379.66,942.03
G,361,483.77,3797.41
G,362,3170.53,3594.99
G,363,1192.57,4552.17
G,364,2221.1,1162.11
G,365,946.96,1024.74
G,366,4607.65,2539.87
G,367,894.46,2372.36
G,368,169.06,3436.87
G,369,2267.18,4561.63
G,370,3507.15,2371.1
G,371,133.39,4302.6
G,372,3954.58,4751.16
G,373,599.44,719.13
G,374,4760.79,3667.24
G,375,2341.49,1442.43
G,376,3542.45,17.47
G,377,4694.08,3102.53
G,378,3401.56,4601.31
G,379,1333.12,3005.14
G,380,2150.88,3090.48
G,381,94.05,1193.18
G,382,3478.27,1869.28
G,383,4554.68,1589.81
G,384,1712.86,4590.32
G,385,3326.72,2101.81
G,386,193.04,408.27
G,387,734.61,1008.56
G,388,808.64,1181.17
G,389,4842.82,3419.37
G,390,2995.55,473.44
G,391,4791.38,3553.86
G,392,3820.62,4504.53
G,393,2482.29,4590.19
G,394,2845.79,2791.93
G,395,3970.8,567.75
G,396,2103.75,4262.04
G,397,2410.75,416.67
G,398,2277.05,3940.21
G,399,824.33,2085.3
G,400,196.48,4009.63
G,401,4006.27,170.46
G,402,340.52,239.67
G,403,1249.39,3134.17
G,404,4282.86,3685.52
G,405,2293.89,2220.39
G,406,4758.49,2913.75
G,407,9.59,1677.44
G,408,3299.1,1540.19
G,409,2372.55,3973.74
G,410,4386.99,4964.5
G,411,3744.02,3920.93
G,412,619.52,2758.98
G,413,4998.06,931.0
G,414,2997.52,317.94
G,415,3731.51,1868.44
G,416,356.84,2757.52
G,417,3222.89,3985.92
G,418,1467.17,4620.92
G,419,3213.34,3580.95
G,420,3255.14,4348.11
G,421,307.33,4160.27
G,422,498.04,1750.42
G,423,809.26,4190.0
G,424,4252.45,733.32
G,425,2117.57,736.86
G,426,1567.65,1850.59
G,427,2698.31,231.98
G,428,265.61,85.34
G,429,4550.94,2581.54
G,430,241.61,318.39
G,431,136.66,3964.92
G,432,4954.01,425.45
G,433,1863.55,2000.96
G,434,4690.86,1023.68
G,435,210.26,3678.18
G,436,3326.84,3791.6
G,437,718.61,38.88
G,438,4657.17,4583.75
G,439,3422.89,3869.1
G,440,1949.72,808.07
G,441,1678.55,2264.2
G,442,3200.37,2994.65
G,443,300.78,3506.25
G,444,59.22,2990.92
G,445,3720.3,1381.83
G,446,69.97,631.81
G,447,3339.34,2936.75
G,448,4211.46,1342.41
G,449,4206.26,72.59
G,450,4886.87,3808.3
G,451,4499.14,3228.77
G,452,523.06,3439.39
G,453,2410.02,2776.05
G,454,1131.98,2659.43
G,455,574.81,681.86
G,456,1662.45,681.84
G,457,631.82,4433.54
G,458,3639.83,2872.46
G,459,764.55,1959.36
G,460,124.67,3357.3
G,461,1941.74,1699.94
G,462,2303.37,3828.43
G,463,3608.21,2695.04
G,464,452.26,2781.86
G,465,827.42,3314.76
G,466,377.49,3350.3
G,467,3982.24,3141.42
G,468,1308.92,3449.78
G,469,1741.14,4760.98
G,470,584.63,2524.73
G,471,2374.27,2399.79
G,472,2416.11,3038.44
G,473,4719.38,4388.14
G,474,4999.98,3905.8
G,475,4296.91,1339.0
G,476,577.87,2246.9
G,477,4947.91,1529.57
G,478,1866.55,2799.2
G,479,925.4,1694.62
G,480,4831.18,4714.99
G,481,2323.78,3350.12
G,482,1832.0,2260.05
G,483,304.38,3312.15
G,484,1699.6,2490.4
G,485,3124.62,190.05
G,486,1131.32,1003.57
G,487,1374.74,2599.94
G,488,983.03,4541.95
G,489,4283.83,4264.93
G,490,4109.05,4220.07
G,491,2695.05,1546.47
G,492,3484.94,4488.42
G,493,2736.89,3130.58
G,494,3402.39,2452.66
G,495,1274.87,3509.72
G,496,2524.38,46.52
G,497,4929.8,869.64
G,498,200.95,4024.14
G,499,567.79,156.06
G,500,2734.06,1407.23
G,501,2688.53,2509.58
G,502,781.18,4106.86
G,503,207.68,4574.3
G,504,872.16,2347.98
G,505,546.54,2324.6
G,506,3515.37,1660.47
G,507,2585.57,611.11
G,508,2019.93,777.32
G,509,4865.18,2343.58
G,510,4523.15,2173.79
G,511,4909.76,4246.94
G,512,1215.53,4614.89
G,513,2665.67,1084.79
G,514,1073.77,505.1
G,515,2398.99,1958.88
G,516,3974.17,4127.77
G,517,1530.87,2701.82
G,518,1531.54,185.47
G,519,765.29,4378.08
G,520,4280.74,3162.59
G,521,2258.42,1054.41
G,522,1906.12,3950.27
G,523,4994.36,863.91
G,524,2460.96,4318.69
G,525,3849.71,4423.63
G,526,4158.96,3224.21
G,527,632.91,560.27
G,528,1497.48,3441.6
G,529,1294.05,1166.28
G,530,1441.19,4122.89
G,531,3500.53,367.07
G,532,4948.99,3587.66
G,533,3350.43,4387.59
G,534,129.6,4883.75
G,535,4079.57,1834.47
G,536,12.03,487.1
G,537,3062.84,1360.56
G,538,4915.37,3855.34
G,539,2340.82,2265.26
G,540,4620.54,1801.76
G,541,3623.84,1755.07
G,542,1655.39,2975.36
G,543,2799.92,749.96
G,544,3494.87,970.6
G,545,1204.34,3089.94
G,546,3891.42,4599.01
G,547,2936.89,157.85
G,548,4662.06,1891.35
G,549,1105.42,3318.46
G,550,599.84,606.76
G,551,734.31,2577.21
G,552,239.12,2015.24
G,553,4411.6,3671.86
G,554,161.36,4272.34
G,555,644.9,2642.13
G,556,1100.78,4028.79
G,557,1545.75,4639.44
G,558,499.05,1745.46
G,559,3711.67,1973.63
G,560,787.74,2600.47
G,561,892.73,4159.0
G,562,3679.4,989.63
G,563,2943.05,413.02
G,564,2550.21,2904.99
G,565,1698.5,3024.02
G,566,2749.92,4022.36
G,567,1665.43,4013.77
G,568,1067.44,1046.63
G,569,1515.95,4640.15
G,570,3563.76,4128.06
G,571,588.6,4222.52
G,572,325.71,3562.21
G,573,1989.16,4862.63
G,574,3053.26,3297.45
G,575,4658.8,2916.6
G,576,3179.68,4131.79
G,577,2530.72,2999.36
G,578,4714.04,1575.31
G,579,3897.81,4249.5
G,580,4072.19,3998.58
G,581,1121.65,2256.37
G,582,2573.84,2620.88
G,583,4892.21,2078.42
G,584,2363.36,2531.97
G,585,3571.99,4452.42
G,586,229.51,4071.52
G,587,3409.88,1659.69
G,588,2011.87,1670.2
G,589,3833.29,117.19
G,590,4000.46,3080.42
G,591,2359.76,4252.76
G,592,3246.19,3781.9
G,593,4844.34,3618.13
G,594,1491.64,3666.06
G,595,4299.73,4492.13
G,596,2148.82,2266.46
G,597,567.96,4565.18
G,598,3006.41,3332.23
G,599,1648.68,2704.83
G,600,3670.0,4910.74
G,601,2499.27,521.29
G,602,4725.45,206.38
G,603,2687.09,4108.16
G,604,721.92,871.03
G,605,987.49,3043.83
G,606,2742.02,3780.62
G,607,249.03,991.77
G,608,1638.82,1868.88
G,609,4010.18,3791.94
G,610,2776.54,1274.09
G,611,586.78,3697.3
G,612,3232.24,4079.86
G,613,2303.6,2963.05
G,614,3503.56,3844.7
G,615,3653.28,3679.65
G,616,21.52,1128.46
G,617,1447.19,4089.72
G,618,581.16,1838.48
G,619,4527.31,3039.82
G,620,1094.8,736.18
G,621,2896.21,620.61
G,622,2678.57,1255.9
G,623,1750.11,3368.2
G,624,2017.42,4576.2
G,625,2926.36,1137.52
G,626,4322.05,2856.74
G,627,4928.29,2395.91
G,628,4323.97,3801.97
G,629,2289.05,645.59
G,630,2902.77,4724.04
G,631,604.6,1877.22
G,632,2217.75,2307.84
G,633,3022.31,1613.55
G,634,2333.42,1159.32
G,635,410.61,4800.34
G,636,2341.57,970.36
G,637,2697.14,2040.35
G,638,3377.87,4966.17
G,639,1018.72,1976.34
G,640,2329.75,3935.4
G,641,945.63,3927.36
G,642,918.34,2515.76
G,643,4357.6,2164.79
G,644,1200.17,4051.28
G,645,4765.75,1779.18
G,646,4549.43,3881.72
G,647,137.04,1370.76
G,648,131.59,1019.0
G,649,3402.86,370.73
G,650,3233.59,136.56
G,651,1034.78,858.1
G,652,4165.58,3126.02
G,653,3795.95,3351.68
G,654,159.6,2887.94
G,655,4018.04,4357.8
G,656,2783.25,312.71
G,657,3315.84,3967.38
G,658,3778.41,1677.23
G,659,958.88,4702.0
G,660,2950.24,857.52
G,661,413.38,3282.14
G,662,1393.56,3631.43
G,663,250.92,3459.85
G,664,833.32,1326.38
G,665,1908.77,2358.88
G,666,1563.31,647.99
G,667,3742.74,2193.19
G,668,2900.62,87.53
G,669,4761.78,2792.32
G,670,3719.81,1005.92
G,671,2005.19,3312.24
G,672,33.25,407.95
G,673,3995.93,4236.72
G,674,565.88,1169.67
G,675,2592.35,3454.35
G,676,60.12,3700.86
G,677,2420.5,2376.07
G,678,4723.18,2752.64
G,679,4464.54,534.16
G,680,2875.1,336.09
G,681,2518.36,3833.22
G,682,979.17,1659.16
G,683,2794.49,2135.26
G,684,1569.97,1122.64
G,685,1066.76,3690.89
G,686,1915.45,3166.55
G,687,982.19,1944.32
G,688,3852.33,2101.15
G,689,3248.89,985.61
G,690,4635.49,1014.2
G,691,2893.97,4663.66
G,692,3734.03,3454.42
G,693,2298.76,2862.44
G,694,3227.49,1366.67
G,695,2470.02,147.97
G,696,622.98,4227.62
G,697,4917.22,3383.71
G,698,3487.56,3171.97
G,699,2333.07,3374.09
G,700,2613.46,1860.67
G,701,2666.75,4443.24
G,702,102.91,3901.46
G,703,1538.9,1893.57
G,704,2718.68,476.18
G,705,3523.74,2622.03
G,706,4503.75,3478.93
G,707,898.66,1860.9
G,708,2442.12,2854.71
G,709,99.19,2524.75
G,710,4360.4,4932.05
G,711,3907.77,203.3
G,712,3652.63,918.78
G,713,3067.9,2687.83
G,714,3249.33,2598.47
G,715,3456.76,680.36
G,716,4768.08,4874.8
G,717,3372.15,2774.82
G,718,3347.45,3450.73
G,719,4560.75,4832.57
