Feature,Instance,X,Y,Checkin
C,1382,26303.57213,49720.438989999995,598
C,1383,9214.199348,38671.42107,461
C,1384,12267.580740000001,75025.45628,578
C,1385,20271.102430000003,59926.07366,647
C,1386,28802.741789999996,45491.04858,542
C,1387,48783.982110000004,63613.07431,490
C,1388,19616.934540000002,60888.406429999995,538
C,1389,23134.80293,65522.503639999995,659
C,1390,22789.58351,57144.080570000006,579
C,1391,28764.65,22855.25622,563
C,1392,50018.92655,11608.28982,441
C,1393,20555.87335,53009.42655,753
C,1394,16803.74555,57072.0426,793
C,1395,25761.51932,66542.21731,517
C,1396,20609.19512,62809.797529999996,649
C,1397,13660.512330000001,41688.60675,790
C,1398,26891.870919999998,40622.22656,380
C,1399,28088.040689999998,59825.38979,690
C,1400,36218.49149,36558.15147,622
C,1401,17785.65672,67546.17128,617
C,1402,21131.89949,64355.372760000006,492
C,1403,23974.5629,43305.38462,513
C,1404,13324.85122,69186.24900000001,501
C,1405,14234.806569999999,58913.13165,507
C,1406,25980.36076,50824.36402,645
C,1407,31956.20309,54081.46464,619
C,1408,8053.578443,58168.30496,618
C,1409,12315.10023,74271.63042999999,724
C,1410,32508.738189999996,47020.54112,573
C,1411,31947.526869999998,73349.00318,605
C,1412,48386.43458,60464.04177999999,717
C,1413,20544.54998,63644.51575,558
C,1414,24298.72139,61557.90956,564
C,1415,23606.30169,65077.69036,579
C,1416,23917.8871,87605.60397000001,619
C,1417,6302.241877,40499.746419999996,593
C,1418,27851.7579,35662.287860000004,572
C,1419,27654.04158,65723.09173,551
C,1420,27169.22393,70649.04962,671
C,1421,55479.59843,30424.922810000004,592
C,1422,16269.87171,64291.11997000001,620
C,1423,10140.32497,35564.43295,639
C,1424,22974.30439,60669.93136,506
C,1425,42057.50725,58434.37097999999,566
C,1426,49041.48617,61151.95535,625
C,1427,35402.7815,68505.94241,572
C,1428,23124.67082,64803.79462000001,684
C,1429,48243.324510000006,60977.663120000005,611
C,1430,26741.0702,49582.6558,371
C,1431,23530.79132,67713.35772,551
C,1432,22024.16001,68232.88199,452
C,1433,25442.92286,57258.10727000001,667
C,1434,28680.560139999998,52383.96147,523
C,1435,23625.3401,68204.0022,776
C,1436,21901.53742,61180.133460000005,519
C,1437,23685.77786,62401.22599,589
C,1438,22277.66736,63595.54374,510
C,1439,29702.7074,72847.71115,572
C,1440,64890.86112,48037.67087,809
C,1441,39017.48893,82455.72473,607
C,1442,23269.03267,68539.23268,441
C,1443,7297.932306000001,57901.6598,574
C,1444,53663.98376,47895.276710000006,531
C,1445,21832.347869999998,54736.11021,615
C,1446,32119.515710000003,53757.549960000004,631
C,1447,14787.1933,52054.18842,839
C,1448,16970.08663,28261.0774,486
C,1449,13929.479440000001,60047.0168,418
C,1450,24402.07589,30396.867210000004,682
C,1451,27707.0111,72619.81367999999,776
C,1452,34337.52593,50428.38909,478
C,1453,7021.024676999999,48637.86474,573
C,1454,35652.38433,45106.20012,831
C,1455,28180.0851,73117.6085,337
C,1456,15767.76805,67399.52256,534
C,1457,19449.04213,60948.6831,503
C,1458,27515.37396,58496.28487,629
C,1459,21564.59979,56192.050070000005,687
C,1460,26561.392000000003,58364.53825,488
C,1461,10861.79895,58002.4439,662
C,1462,26283.84726,51629.52305,790
C,1463,24755.26036,59107.393579999996,617
C,1464,41000.652,31008.06502,653
C,1465,20602.09245,72065.37305,557
C,1466,8356.122662,36750.01883,392
C,1467,22739.50809,56699.28957000001,561
C,1468,13582.51181,60246.80297999999,492
C,1469,28865.56415,71438.80536,572
C,1470,7289.50411,57935.11713,708
C,1471,28170.0878,91114.41425,701
C,1472,28549.48999,52004.61498,538
C,1473,12153.75715,58165.4426,620
C,1474,20025.96626,51246.22271,761
C,1475,30935.43138,52485.458380000004,665
C,1476,22368.63125,63011.12071,677
C,1477,14421.94664,80415.60687,542
C,1478,22064.82947,65035.04451,661
C,1479,28614.61173,22819.571369999998,721
C,1480,59835.91212000001,38142.60805,457
C,1481,21913.82549,59086.978370000004,656
C,1482,18033.58717,74953.61879,631
C,1483,28625.573239999998,99753.83572,652
C,1484,32094.346830000002,16560.57698,672
C,1485,38058.36563,74906.76293,614
C,1486,21179.2822,53249.87609,725
C,1487,28081.3892,49378.28093,644
C,1488,39919.761269999995,44732.155119999996,577
C,1489,25378.40679,58235.00802000001,632
C,1490,31725.34755,40811.8998,636
C,1491,19925.82145,64242.348439999994,616
C,1492,22819.2514,58728.91582,544
C,1493,39653.40208,38150.38209,397
C,1494,13326.95896,59293.54735,602
C,1495,11312.5121,60235.38695,525
C,1496,16825.32681,44552.8287,836
C,1497,14819.28855,59361.79852999999,687
C,1498,29812.17783,65929.01473,459
C,1499,25697.230519999997,88178.43277,581
C,1500,22044.77336,65375.955160000005,713
C,1501,33114.317,39968.65019,724
C,1502,18854.27558,70178.98741,760
C,1503,22269.6912,65318.97522000001,647
C,1504,26703.93703,49392.57046,651
C,1505,60765.40657000001,51376.55485,500
C,1506,44144.0166,67750.30112,757
C,1507,13936.09541,58818.26161,622
C,1508,39879.50572,44691.03512,486
C,1509,45661.741819999996,82306.35844,677
C,1510,20531.07219,52300.69681,709
C,1511,14577.830380000001,35807.92306,573
C,1512,51538.05519,45663.6479,441
C,1513,35902.73092,99391.86387999999,668
C,1514,20424.995130000003,63846.774470000004,626
C,1515,19493.99445,83400.81651,466
C,1516,20442.58546,58218.8251,698
C,1517,24309.580009999998,56518.90508,503
C,1518,15795.5933,67722.54624,395
C,1519,31436.6627,73827.56337,689
C,1520,32025.53048,53462.58188,554
C,1521,36945.19458,32910.00988,646
C,1522,12673.43153,63826.89387000001,556
C,1523,22750.29753,56916.650879999994,651
C,1524,22111.81351,65029.45344,612
C,1525,26238.896780000003,52007.67782,741
C,1526,18685.380240000002,67433.39199,437
C,1527,24131.3732,89434.99854,628
C,1528,9193.926639,27229.07897,719
C,1529,38838.44028,76916.26355,580
C,1530,24827.10475,31105.5524,497
C,1531,48596.78218,59701.6177,487
C,1532,34834.98131,89563.00292,643
C,1533,48122.44049,64160.5985,375
C,1534,22837.88233,64781.40805,583
C,1535,17273.68953,57041.993370000004,616
C,1536,21930.262440000002,64058.17717,484
C,1537,26532.91468,67675.69037000001,606
C,1538,23850.956169999998,62842.57547999999,543
C,1539,25208.83424,58426.8531,575
C,1540,14342.695430000002,62358.825170000004,680
C,1541,23512.30572,54560.358960000005,620
C,1542,41204.926830000004,31052.72678,537
C,1543,20491.30766,53060.61493,491
C,1544,48127.35567,64209.78212,629
C,1545,49883.71322,111852.24900000001,575
C,1546,18395.56681,57026.51212000001,705
C,1547,26583.15911,58396.89297000001,801
C,1548,8147.7428310000005,58056.78422,640
C,1549,12899.33692,39106.02117,470
C,1550,17164.90516,62019.52947,579
C,1551,31698.91675,75063.26842000001,548
C,1552,29119.15698,23028.0226,684
C,1553,22498.556630000003,68796.177,714
C,1554,13935.124719999998,49562.28514,657
C,1555,14531.93391,80451.21376,625
C,1556,23865.376930000002,55616.269810000005,442
C,1557,15291.20251,55393.595870000005,603
C,1558,22131.64295,61500.69572999999,663
C,1559,19771.83887,62446.589420000004,508
C,1560,14517.115619999999,59992.3869,655
C,1561,16285.976690000001,50990.03575,573
C,1562,11301.6652,43454.015830000004,491
C,1563,24496.89516,93806.48239,674
C,1564,29524.69573,65544.46698,616
C,1565,37629.0196,95875.4689,562
C,1566,28676.41678,52449.59532,502
C,1567,23436.024530000002,55175.09852000001,666
C,1568,22566.512440000002,61276.25091,609
C,1569,23627.8229,68219.65052000001,543
C,1570,22299.841959999998,65339.100860000006,770
C,1571,17114.44018,70893.65348,649
C,1572,27697.979730000003,69016.89073,697
C,1573,26805.31438,55403.831320000005,570
C,1574,9507.228573999999,38267.260010000005,744
C,1575,22637.29324,51292.12074,522
C,1576,20826.10976,51080.628939999995,568
C,1577,16592.6986,45646.35121,480
C,1578,20735.84415,62820.990820000006,543
C,1579,45396.00039,45972.9946,636
C,1580,37110.9874,94183.37861,750
C,1581,28349.42659,52380.58678,634
C,1582,24930.06321,86964.201,582
C,1583,48170.882000000005,63425.26105,499
C,1584,12825.81532,59915.16995,628
C,1585,28076.027739999998,45564.31168,493
C,1586,15618.334159999999,85313.47574,479
C,1587,32796.00728,55662.980879999996,638
C,1588,20565.92774,86786.95731,632
C,1589,55256.12266,69002.06659,640
C,1590,25948.2656,59925.605879999996,432
C,1591,32829.563669999996,55397.85043,678
C,1592,20613.76071,53016.1091,550
C,1593,28096.447739999996,49353.83391,511
C,1594,11942.217340000001,48293.91352,523
C,1595,32898.5468,30172.40012,517
C,1596,26004.37629,43719.13515,443
C,1597,21058.33508,58997.6103,639
C,1598,15767.76805,67399.52256,650
C,1599,15567.60285,62606.99306,677
C,1600,23455.0934,53844.47889,527
C,1601,27076.3469,68002.09988,518
C,1602,22817.59582,56510.93056,687
C,1603,17023.6264,63026.156460000006,454
C,1604,40309.44685,33276.28084,594
C,1605,22525.88651,62385.455160000005,620
C,1606,8863.160437,38551.13504,681
C,1607,23967.16337,83284.57342999999,543
C,1608,22393.73852,63037.94003,524
C,1609,32779.17665,54168.39357000001,418
C,1610,12529.620190000001,55049.087770000006,639
C,1611,63833.701429999994,47733.05764,640
C,1612,22364.318030000002,63069.22554,756
C,1613,21137.33181,53234.283460000006,551
C,1614,22447.58219,59517.80282999999,584
C,1615,22852.29079,58414.312170000005,581
C,1616,9509.187421999999,41073.043,576
C,1617,36968.30296,9105.616484999999,667
C,1618,48122.431280000004,64165.07581,694
C,1619,40580.39554,35712.76345,555
C,1620,10354.16226,36056.001860000004,657
C,1621,19322.33009,69355.64068,427
C,1622,15877.305569999999,67582.84737999999,617
C,1623,12287.67308,73940.35379,636
C,1624,22922.94164,61763.27567,311
C,1625,49239.76115,28310.49491,521
C,1626,51604.93968,75184.73503,438
C,1627,2291.6818399999997,37031.209689999996,355
C,1628,18774.48424,83038.31006,644
C,1629,29599.31227,78675.78083999999,405
C,1630,31501.122539999997,45064.61234,665
C,1631,16206.2198,63845.1818,533
C,1632,35465.991819999996,56883.56107999999,459
C,1633,22979.92053,61324.320770000006,582
C,1634,49888.43346,28254.762389999996,518
C,1635,39129.97649,76251.14864,649
C,1636,22798.24239,56650.250739999996,631
C,1637,31988.2062,16178.33471,536
C,1638,37867.96032,34061.214,654
C,1639,49938.20233,12187.57842,683
C,1640,31086.051539999997,26285.43507,557
C,1641,40513.63283,27094.29179,716
C,1642,23925.12975,70566.04112000001,592
C,1643,27639.79784,66463.06242,611
C,1644,20061.42411,73866.46699,741
C,1645,21923.36525,61168.96246,620
C,1646,16213.43656,70730.48771,569
C,1647,49774.33991,61781.96456,586
C,1648,20534.82959,52889.25189,845
C,1649,22704.26067,56740.52095,419
C,1650,24450.665680000002,60461.301929999994,754
C,1651,8485.226892,37979.832089999996,589
C,1652,36817.76543,32284.11045,570
C,1653,39562.89902,44676.54511,694
C,1654,22275.004719999997,65193.78865,605
C,1655,40469.61075,45063.39834,552
C,1656,22484.80733,46853.82246,626
C,1657,21804.8579,59686.25895,730
C,1658,22884.15618,51585.7523,665
C,1659,15827.86654,67548.18718,403
C,1660,37204.76643,94529.9583,509
C,1661,40300.05639,56963.27285,689
C,1662,48643.90211,61650.03974,348
C,1663,20944.2367,64245.823370000006,349
C,1664,35064.01424,89050.26145,572
C,1665,34262.286960000005,39946.53093,434
C,1666,22789.586030000002,57139.62553,628
C,1667,19772.00925,72354.40478,691
C,1668,24611.96641,87382.19495,644
C,1669,15766.429769999999,83827.28617,478
C,1670,29253.01003,67455.81197000001,651
C,1671,41792.83333,94596.21585,598
C,1672,59026.155029999994,31597.04333,622
C,1673,24055.99595,41756.51267,627
C,1674,13784.88526,47719.592280000004,666
C,1675,28283.99736,73153.32676,636
C,1676,24971.87962,62985.71585,607
C,1677,63926.51211,47739.74019,615
C,1678,17909.431569999997,65483.91187,737
C,1679,21671.14078,56156.40976,535
C,1680,28065.16809,90931.8802,615
C,1681,48411.42031,61059.201460000004,454
C,1682,21693.5405,61642.49959,562
C,1683,39249.43567,88535.79365,682
C,1684,29116.46305,58596.879629999996,516
C,1685,39646.64423,32124.87625,528
C,1686,23273.952240000002,73136.04122,567
C,1687,48140.83659,60695.13574,484
C,1688,6717.422291,48357.77649,634
C,1689,18962.49422,65830.53611,569
C,1690,20459.81488,65551.26091,728
C,1691,21901.21937,65056.26162999999,392
C,1692,25416.277019999998,51947.52367,633
C,1693,20515.46602,63907.14024,583
C,1694,7384.0101540000005,64313.573370000006,508
C,1695,18908.189440000002,53034.8314,587
C,1696,8892.537040000001,60777.73215,472
C,1697,37209.00933,93983.93768999999,714
C,1698,18473.51886,59011.81074,533
C,1699,35922.38749,46455.30816,588
C,1700,32721.822539999997,77876.75862000001,689
C,1701,16080.870359999999,67751.63763,496
C,1702,39620.87737,37045.4324,551
C,1703,29563.89653,83426.37729,461
C,1704,39457.4623,70051.6847,605
C,1705,31719.8526,41319.15044,706
C,1706,18280.43924,42512.03144,565
C,1707,15820.829230000001,67695.72691,581
C,1708,20516.86927,63643.39085,561
C,1709,9080.551252,65405.78164,668
C,1710,18783.29186,77883.01795,390
C,1711,6580.036286,58531.791520000006,457
C,1712,24795.41866,87875.89112999999,711
C,1713,20523.98374,63452.30312999999,617
C,1714,36331.015889999995,54413.75479,457
C,1715,36415.990710000005,90560.02931,729
C,1716,45021.538889999996,66935.58602999999,634
C,1717,26193.97551,59901.08089,574
C,1718,15584.28046,63076.27564,424
C,1719,36229.97801,37423.82106,586
C,1720,39832.676660000005,57047.94085,349
C,1721,19968.75946,56879.55155,597
C,1722,27429.15125,67690.31403,560
C,1723,24940.22242,62882.91585,635
C,1724,40852.98598,36582.07503,507
C,1725,22958.809409999998,60914.46841,451
C,1726,24797.360090000002,58962.33754,515
C,1727,14398.99521,70206.41931,519
C,1728,20580.2842,45986.84977,593
C,1729,6776.695234999999,49335.81328,767
C,1730,31273.607289999996,88133.4703,498
C,1731,22703.72195,60984.79117999999,389
C,1732,24329.879269999998,57623.70997,666
C,1733,27592.10583,65677.26052000001,529
C,1734,16814.4644,44588.391039999995,592
C,1735,26536.92954,65133.912939999995,547
C,1736,22743.7079,56685.91332000001,502
C,1737,25463.35457,88953.53142999999,604
C,1738,21285.39335,63976.51632,671
C,1739,48793.06162,95224.52101,569
C,1740,52893.36025,105052.168,647
C,1741,23779.71384,63231.4112,644
C,1742,25684.118019999998,59311.712770000006,730
C,1743,12513.67007,55132.619739999995,468
C,1744,17134.13459,54988.3656,551
C,1745,21569.63163,45035.69914,531
C,1746,37906.92048,34517.3208,713
C,1747,23915.43205,73225.37587,581
C,1748,29778.7411,73877.58231,521
C,1749,11351.41979,60594.89739,544
C,1750,21879.99739,83568.93851,515
C,1751,23666.94175,62597.86023,433
C,1752,18178.0799,31512.10803,517
C,1753,37186.672510000004,67974.17792,595
C,1754,16526.76813,45308.51453,533
C,1755,17637.80932,62210.61719,625
C,1756,26844.543560000002,51388.249319999995,539
C,1757,27855.86379,35808.301739999995,576
C,1758,26701.77695,66768.11001,487
C,1759,19527.954719999998,62316.95895,778
C,1760,18964.15449,45764.409719999996,477
C,1761,28899.262410000003,52262.72875,604
C,1762,21136.13339,64337.496920000005,519
C,1763,22296.76731,90892.28605,686
C,1764,37520.67801,63135.761529999996,645
C,1765,21244.62995,70993.51316,530
C,1766,34552.743989999995,20375.548609999998,635
C,1767,38213.18999,56218.49072,623
C,1768,18279.60989,66534.66602,609
C,1769,19671.78861,75846.72028,548
C,1770,21387.82284,63540.67995,496
C,1771,23053.23316,60060.3485,632
C,1772,14405.200340000001,80458.9878,819
C,1773,24378.72356,70624.16823,656
C,1774,12534.56402,54280.72735,653
C,1775,9870.792205,50923.68909,769
C,1776,23008.19004,63202.27525,610
C,1777,37331.313369999996,93967.24244,592
C,1778,11973.65203,64426.97636,611
C,1779,33020.640830000004,54999.113379999995,657
C,1780,18089.43766,61654.37227000001,639
C,1781,20533.318069999998,63797.61313,561
C,1782,25650.66221,65130.460289999995,504
C,1783,4879.036972,50681.82507,887
C,1784,24592.49988,55170.77714,509
C,1785,37915.26416,34556.34693,534
C,1786,24598.36954,55191.938570000006,582
C,1787,22813.95069,57071.61938,620
C,1788,22777.2669,56665.854510000005,639
C,1789,24603.2366,73098.24022,483
C,1790,20155.70206,76691.41777999999,552
C,1791,32035.57763,41018.847460000005,679
C,1792,23108.28574,60264.65655,797
C,1793,18525.46424,49433.868669999996,437
C,1794,23802.463969999997,62343.14343,537
C,1795,22138.84632,64943.39324,731
C,1796,21950.725730000002,67288.44732,515
C,1797,19439.707019999998,23303.310540000002,583
C,1798,21240.2467,52780.2928,637
C,1799,33002.634139999995,66760.99309,543
C,1800,6520.543987,46949.78398,677
C,1801,51600.68055,103140.5668,473
C,1802,20535.01759,63787.55587999999,612
C,1803,14887.03383,52006.37472,571
C,1804,7406.1306349999995,64183.93176,496
C,1805,16077.22248,27619.306889999996,583
C,1806,21095.88481,57427.08687000001,569
C,1807,26220.36556,37377.03202,390
C,1808,8813.5869,37998.799419999996,728
C,1809,24878.83074,87531.21597,543
C,1810,21647.71637,36070.647789999995,659
C,1811,23156.9274,57160.84265,471
C,1812,25735.59478,59042.78439,609
C,1813,31769.32219,42288.94541,476
C,1814,24638.509869999998,87164.2879,593
C,1815,21446.40972,63202.09705,570
C,1816,40918.47913,57659.07184,474
C,1817,20581.26865,62075.774320000004,780
C,1818,24748.3328,59287.05413,582
C,1819,23919.542540000002,62512.98062,527
C,1820,18404.852319999998,63400.6581,583
C,1821,18858.54885,64285.818479999994,557
C,1822,20105.01296,59914.89151,438
C,1823,28332.428289999996,31912.72733,604
C,1824,24622.591519999998,88494.12791,552
C,1825,22902.85414,59638.40071,580
C,1826,17804.631540000002,33696.49117,464
C,1827,26157.75433,87665.89177999999,798
C,1828,30054.156960000004,60691.95039,476
C,1829,22716.077230000003,56585.597,808
C,1830,46020.31374,45240.73113,547
C,1831,11153.04112,61243.67344,869
C,1832,19605.40723,77479.99293,558
C,1833,24451.69851,63515.33078,633
C,1834,24793.24568,45997.33025,677
C,1835,39064.2606,54139.05714,773
C,1836,27247.71017,69045.89302,725
C,1837,38946.05599,53808.42649,519
C,1838,40001.70164,35689.2854,570
C,1839,18404.852319999998,63400.6581,631
C,1840,29425.804610000003,85928.6274,660
C,1841,24553.92499,55168.549620000005,556
C,1842,29360.35483,51349.61301,372
C,1843,43784.62473,101360.9573,418
C,1844,45696.905889999995,80837.28736,559
C,1845,29290.02685,73904.3014,600
C,1846,20535.98778,63328.26373,647
C,1847,9112.966522,39904.74267,525
C,1848,39846.08825,57030.109560000004,580
C,1849,25943.70778,51955.364539999995,611
C,1850,21388.07208,40765.1219,551
C,1851,31873.8102,16469.4269,743
C,1852,40540.09595,55394.27526,702
C,1853,22872.39851,61419.2465,526
C,1854,37962.12697,1516.447964,631
C,1855,20987.19985,53276.56177,567
C,1856,24570.69754,55127.340520000005,608
C,1857,19829.787659999998,61976.27105,665
C,1858,28169.83197,56672.04701,662
C,1859,24412.177630000002,88556.38706000001,775
C,1860,21676.67274,72052.09704,558
C,1861,11753.77722,75037.66309,628
C,1862,14592.25312,68407.50834,542
C,1863,39021.892139999996,76499.61725,749
C,1864,16091.944109999999,27276.736739999997,516
C,1865,33300.1405,74185.82639,585
C,1866,23284.07752,56068.556410000005,634
C,1867,32997.47595,64955.800520000004,724
C,1868,23786.82315,61270.80463,597
C,1869,21398.7309,63137.27625,581
C,1870,24727.06768,88921.19900000001,818
C,1871,22317.79896,59967.60575,444
C,1872,19934.77937,63588.5716,740
C,1873,18365.33892,76372.55956000001,624
C,1874,25284.062130000002,67828.66524,565
C,1875,23863.9925,50990.904480000005,801
C,1876,21225.6602,63267.9982,665
C,1877,28189.67643,48850.347780000004,555
C,1878,27219.236039999996,49140.32621,581
C,1879,35543.04625,45406.24693,458
C,1880,16183.28583,63972.58475,687
C,1881,26306.426880000003,94256.83105,563
C,1882,22142.53527,68182.60687999999,583
C,1883,24479.32211,35804.58178,543
C,1884,21052.458769999997,59000.95157999999,413
C,1885,20091.91827,63860.150729999994,664
C,1886,14876.4116,36232.58843,657
C,1887,40696.1091,41785.06946,636
C,1888,43168.97664,12709.57523,549
C,1889,23096.34535,54795.273120000005,842
C,1890,26059.35673,68373.03748,579
C,1891,12889.65863,70721.18782,508
C,1892,30609.14739,50431.296010000005,530
C,1893,24950.34807,56303.88266,348
C,1894,48651.006180000004,81752.9202,613
C,1895,50082.550639999994,36851.62711,697
C,1896,16829.72583,57127.786270000004,537
C,1897,37203.79665,95085.00035,496
C,1898,33334.83418,54504.70439,595
C,1899,31604.86305,39612.35852,463
C,1900,22969.16737,51928.333589999995,729
C,1901,34225.88631,76149.20623,627
C,1902,23959.22518,61475.21291,733
C,1903,35035.87503,89376.14748,550
C,1904,49231.55788,56503.94729,675
C,1905,24301.33578,44423.64373,546
C,1906,19790.943369999997,61182.127089999994,714
C,1907,49971.32843,28222.40767,521
C,1908,20407.346859999998,63861.30904,476
C,1909,15063.580119999999,68187.39605,602
C,1910,10272.17381,64625.73787999999,778
C,1911,21910.61564,67985.88354,582
C,1912,21717.93493,62494.848620000004,585
C,1913,41960.35143,58454.44092000001,605
C,1914,47230.99471,40880.38488,555
C,1915,20549.346380000003,61169.920289999995,539
C,1916,27103.08075,67660.10888,530
C,1917,23820.57997,62514.08324,508
C,1918,12600.9063,54383.17095,648
C,1919,27534.12225,35492.81822,524
C,1920,17331.22395,63204.98169,576
C,1921,14394.503830000001,52206.539580000004,549
C,1922,13767.72416,74970.99343999999,534
C,1923,20060.587330000002,75002.90265,566
C,1924,18383.57505,63543.6871,698
C,1925,32195.95362,52534.5529,709
C,1926,19874.85699,64528.47327,811
C,1927,27959.6369,67782.03212999999,491
C,1928,17550.46704,57256.08022999999,746
C,1929,18107.69432,65003.29122000001,543
C,1930,17239.350590000002,45403.05044,707
C,1931,38529.82376,75130.91817,693
C,1932,24551.08832,64095.35446,652
C,1933,28385.093080000002,20080.99263,569
C,1934,27623.881510000003,60207.11973,348
C,1935,11348.54157,50899.398,524
C,1936,23472.61331,42921.78357,801
C,1937,31239.37014,39386.36558,549
C,1938,63627.44364,46740.6979,509
C,1939,38379.96143,51475.21167,579
C,1940,33139.92407,66450.27646000001,666
C,1941,17866.88963,57129.02254,556
C,1942,10135.35333,35460.76422,655
C,1943,16107.02085,27299.056480000003,515
C,1944,38883.05454,89757.00869,508
C,1945,22765.09545,60896.58143,504
C,1946,19347.69929,72856.61009,525
C,1947,29176.75938,65944.58507999999,626
C,1948,21408.10656,63064.64799,639
C,1949,19473.41815,55340.603189999994,540
C,1950,42248.55577,79169.12062,640
C,1951,24588.14294,85924.75152,435
C,1952,19907.788940000002,62425.3723,418
C,1953,16727.25254,44635.05756,487
C,1954,31137.66025,63493.734979999994,638
C,1955,18209.85527,62320.16657,650
C,1956,14253.2761,53147.80003,641
C,1957,25768.401869999998,58952.40281,726
C,1958,32728.24862,31534.95124,656
C,1959,8826.258772,37313.8039,664
C,1960,25051.02271,30479.53044,681
C,1961,65107.219379999995,49145.75022,722
C,1962,22027.07277,58301.55515,588
C,1963,40541.151789999996,35521.02974,573
C,1964,18604.07946,71794.97451,741
C,1965,21261.73913,65936.98924,658
C,1966,16585.448480000003,63089.79667999999,771
C,1967,6446.582564,57466.636470000005,465
C,1968,34881.75382,89418.40352,616
C,1969,50936.52555,46338.10725,603
C,1970,26076.27412,69974.23386000001,550
C,1971,40231.0967,35829.75275,647
C,1972,23687.43165,62413.5219,600
C,1973,23824.00331,67859.79482000001,600
C,1974,25484.65624,25266.35625,715
C,1975,14863.84729,36177.9808,671
C,1976,30701.011169999998,69666.40187,688
C,1977,26931.48236,70924.89444,549
C,1978,34735.9941,65413.154729999995,582
C,1979,20793.411790000002,75855.75287000001,699
C,1980,23700.41445,69208.63557,468
C,1981,32041.46487,16499.453859999998,723
C,1982,49870.74238,11956.74062,761
C,1983,37273.4832,93380.13524,546
C,1984,22677.679659999998,61495.17148,739
C,1985,37600.12659,55880.7877,732
C,1986,22377.5346,65477.70823,568
C,1987,16256.29879,70222.25697,599
C,1988,34964.00853,71545.55921,483
C,1989,22194.507,58617.27257000001,557
C,1990,48868.34627,60019.77424,698
C,1991,30567.74,44661.08612,450
C,1992,29606.17517,58425.12677,664
C,1993,33275.39147,40321.42239,588
C,1994,22152.062280000002,61804.50705,572
C,1995,24749.573669999998,72099.32044,691
C,1996,21061.47549,55355.2714,611
C,1997,21103.45467,64320.7237,615
C,1998,22739.50221,56710.4383,641
C,1999,29247.2381,24493.95288,314
C,2000,20008.30151,57915.39245,646
C,2001,18055.38798,60447.168320000004,697
C,2002,16799.975309999998,57668.56107,606
C,2003,21932.75815,67831.65012,661
C,2004,9921.384731999999,56798.12459,433
C,2005,23125.95968,68376.05577,537
C,2006,20270.394080000002,73780.59612999999,651
C,2007,18972.073940000002,64167.35902,485
C,2008,24913.991680000003,88142.77019,681
C,2009,25497.72279,57966.2133,441
C,2010,24925.5755,59035.99046,625
C,2011,14322.21333,69530.50093,814
C,2012,13550.727530000002,62143.11222,519
C,2013,27542.47095,60266.2715,457
C,2014,26095.7812,58621.07049,564
C,2015,32027.712310000003,17568.651859999998,477
C,2016,40593.037110000005,26550.93307,626
C,2017,23630.35436,62438.09142999999,491
C,2018,47073.67047,40938.21127,596
C,2019,31449.109419999997,17279.564440000002,572
C,2020,20244.37038,60942.0785,545
C,2021,20940.82351,73612.21796000001,661
C,2022,22315.53325,60366.15345,721
C,2023,20939.4908,60067.92207000001,519
C,2024,22895.76196,57629.122839999996,591
C,2025,18711.36344,29341.580060000004,497
C,2026,9353.45471,43297.0537,514
C,2027,18048.48955,67455.66717999999,498
C,2028,48542.475889999994,62183.97606,547
C,2029,18993.701090000002,68813.66303,737
C,2030,48665.65062,61656.74458,451
C,2031,23360.32437,59969.966920000006,430
C,2032,24998.02803,87623.51323,565
C,2033,14027.941980000001,40166.810289999994,591
C,2034,18913.45986,59457.125210000006,664
C,2035,21624.746769999998,68302.13555,531
C,2036,24614.15956,88455.21315,829
C,2037,24819.24679,62574.526970000006,628
C,2038,25861.011469999998,65181.8937,627
C,2039,17871.23038,64172.82757,567
C,2040,20991.86181,55082.366910000004,804
C,2041,27294.276910000004,72824.01035,573
C,2042,22784.81059,56675.88948,426
C,2043,20693.67747,21432.81825,574
C,2044,11478.808309999999,28358.65387,528
C,2045,33018.21937,73649.23933,470
C,2046,7820.110115,38595.55177,683
C,2047,14791.891090000001,68465.64659,561
C,2048,43752.020710000004,92524.40039,596
C,2049,21662.08757,55012.278020000005,698
C,2050,21293.84595,66206.3854,736
C,2051,26778.09505,56718.7024,761
C,2052,16858.149869999997,57295.0284,359
C,2053,21980.67835,64781.307810000006,568
C,2054,35877.786510000005,70222.20128,490
C,2055,39897.85065,31512.330789999996,438
C,2056,32424.81605,55158.314170000005,588
C,2057,15860.78617,67462.12698,486
C,2058,17693.71777,55949.796239999996,515
C,2059,16031.433790000001,67715.86368,751
C,2060,18417.03544,63591.745820000004,566
C,2061,23817.85305,77337.88835,597
C,2062,31213.935410000002,74612.74155,520
C,2063,27174.690619999998,45500.8608,612
C,2064,22421.09716,47459.44034,597
C,2065,39654.04234,58400.62406,735
C,2066,38326.67432,76587.5597,530
C,2067,16600.41214,44541.6911,525
C,2068,50696.06317,28205.75697,730
C,2069,48995.47392,102016.9617,800
C,2070,38663.71705,96880.40298,657
C,2071,11936.419170000001,39084.7595,650
C,2072,31309.35293,74807.8945,499
C,2073,25443.38092,69879.2079,448
C,2074,8552.217601999999,33714.40042,607
C,2075,20566.92899,75808.91928,535
C,2076,33265.72928,100856.246,561
C,2077,19247.52655,67050.06937000001,411
C,2078,22944.620069999997,58342.93132,709
C,2079,28680.15335,26482.63733,667
